DayOrder,DayOfWeekStr,starttime,endtime,permit,PermitLocation,locationdesc,optionaltext,locationid,scheduleid,start24,end24,CNN,Addr_Date_Create,Addr_Date_Modified,block,lot,ColdTruck,Applicant,X,Y,Latitude,Longitude,Location,FacilityType,Permit_status,Approved,Received,PriorPermit,ExpirationDate
5,Friday,8AM,9AM,18MFF-0057,2750 SCOTT ST,Set-up at 2740 Scott St: 8:37am-8:40am,"Cold Truck: Pre-packaged sandwiches, Chicken Bake, Canned Soup, Chili Dog, Corn Dog, Cup of Noodles, Egg Muffins, Hamburgers, Cheeseburgers, Hot Dog, Hot sandwiches, quesadillas, Beverages, Flan, Fruits, Yogurt, Candy, Cookies, Chips, Donuts, Snacks",1184098,,8:00,9:00,11710000,4/21/11 16:41,4/21/11 16:42,560,34,Y,D & T Catering,6001135.718,2117779.862,37.79508296,-122.4400731,"(37.7950829637594, -122.440073143561)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
1,Monday,12PM,1PM,18MFF-0055,700 25TH ST,Set-up at 750 25th St: 12:00pm-12:15pm,"Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad",1184090,,12:00,13:00,1403000,10/26/11 12:59,10/26/11 12:59,4244,4,Y,F & C Catering,6016482.502,2102139.418,37.75299946,-122.3858797,"(37.7529994593435, -122.385879718429)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
1,Monday,11AM,12PM,18MFF-0058,1153 SHAFTER AVE,Set-up at 1579 Hawes St: 11:00am-11:10am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184841,,11:00,12:00,6792000,5/13/11 10:00,5/13/11 10:00,4793,6,Y,Liang Bai Ping,6017290.451,2092382.351,37.72625319,-122.3824069,"(37.7262531942834, -122.382406855227)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
5,Friday,10AM,11AM,18MFF-0057,3100 PACIFIC AVE,10am-10:10am,"Cold Truck: Pre-packaged sandwiches, Chicken Bake, Canned Soup, Chili Dog, Corn Dog, Cup of Noodles, Egg Muffins, Hamburgers, Cheeseburgers, Hot Dog, Hot sandwiches, quesadillas, Beverages, Flan, Fruits, Yogurt, Candy, Cookies, Chips, Donuts, Snacks",1184113,,10:00,11:00,10163000,4/21/11 17:04,4/21/11 17:04,965,6,Y,D & T Catering,5999298.011,2116668.796,37.79192748,-122.4463519,"(37.7919274798426, -122.446351899572)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
3,Wednesday,1PM,3PM,18MFF-0058,1377 FELL ST,1:05pm-3:00pm,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184849,,13:00,15:00,5452000,5/13/11 10:11,5/13/11 10:11,1214,17,Y,Liang Bai Ping,6000846.35,2109973.463,37.77363212,-122.4405142,"(37.7736321199408, -122.44051423368)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
1,Monday,10AM,11AM,18MFF-0058,1450 WALLACE AVE,10:15am-10:20am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184838,,10:00,11:00,13355000,5/13/11 9:16,5/13/11 9:16,4828,24,Y,Liang Bai Ping,6015589.702,2092302.369,37.72593949,-122.3882807,"(37.7259394852676, -122.388280728611)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
1,Monday,12PM,1PM,18MFF-0058,1370 VAN DYKE AVE,"8:00am-8:10am, 12:20pm-12:25pm","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184825,,12:00,13:00,13139000,5/12/11 16:25,5/12/11 16:25,4811,13,Y,Liang Bai Ping,6015655.722,2092604.544,37.72677286,-122.3880736,"(37.7267728572176, -122.388073576343)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
4,Thursday,8AM,9AM,18MFF-0058,1389 UNDERWOOD AVE,8:10am-8:15am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184826,,8:00,9:00,12827000,5/12/11 16:26,5/12/11 16:26,4811,14,Y,Liang Bai Ping,6015706.85,2092864.034,37.7274882,-122.3879149,"(37.7274881970986, -122.387914926192)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
3,Wednesday,9AM,10AM,18MFF-0058,1337 VAN DYKE AVE,9:25am-9:35am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184833,,9:00,10:00,13139000,5/12/11 16:36,1/17/12 15:01,4828,29,Y,Liang Bai Ping,6015805.936,2092443.199,37.72633816,-122.387543,"(37.7263381578801, -122.387543034105)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
3,Wednesday,11AM,12PM,18MFF-0058,Assessors Block 3720/Lot001,Set-up @ 192 Fremont St: 5am-6am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184818,,11:00,12:00,5862000,5/10/11 16:52,5/10/11 16:53,3720,1,Y,Liang Bai Ping,6013655.829,2115559.572,37.78969137,-122.3965956,"(37.789691367587, -122.396595637084)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
1,Monday,10AM,11AM,18MFF-0058,931 PALOU AVE,10:30am-10:40am & Set-up at 991 Palou: 9:00am-9:05am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184839,,10:00,11:00,10215000,5/13/11 9:19,5/13/11 9:19,4755,42,Y,Liang Bai Ping,6018382.892,2092615.703,37.72695422,-122.3786465,"(37.7269542153982, -122.378646499006)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
6,Saturday,8AM,4PM,18MFF-0054,2590 MARIN ST,8:00am-4:00pm,"Cold truck: sandwiches, salads, beverages, chips, candy, cookies, coffee, tea, drinks",1184058,,8:00,16:00,8700000,5/13/11 13:40,5/13/11 13:40,4339,8,N,DO UC US Mobile Catering,6011390.184,2100488.469,37.74818319,-122.4033739,"(37.7481831928467, -122.403373895878)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
3,Wednesday,6AM,7AM,18MFF-0058,300 BEALE ST,6am-7am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184819,,6:00,7:00,2866000,5/10/11 16:53,5/10/11 16:53,3747,22,Y,Liang Bai Ping,6014765.943,2115143.618,37.78861097,-122.3927256,"(37.7886109721909, -122.39272561329)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
4,Thursday,12PM,1PM,18MFF-0058,1370 VAN DYKE AVE,"8:00am-8:10am, 12:20pm-12:25pm","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184825,,12:00,13:00,13139000,5/12/11 16:25,5/12/11 16:25,4811,13,Y,Liang Bai Ping,6015655.722,2092604.544,37.72677286,-122.3880736,"(37.7267728572176, -122.388073576343)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
1,Monday,8AM,9AM,18MFF-0058,1180 THOMAS AVE,8:35am-8:40am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184828,,8:00,9:00,12569000,5/12/11 16:28,5/12/11 16:29,4793,29,Y,Liang Bai Ping,6017004.081,2092295.951,37.72600013,-122.3833908,"(37.7260001319965, -122.383390817067)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
5,Friday,9AM,10AM,18MFF-0058,1337 VAN DYKE AVE,9:25am-9:35am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184833,,9:00,10:00,13139000,5/12/11 16:36,1/17/12 15:01,4828,29,Y,Liang Bai Ping,6015805.936,2092443.199,37.72633816,-122.387543,"(37.7263381578801, -122.387543034105)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
3,Wednesday,9AM,10AM,18MFF-0058,1460 BANCROFT AVE,9:50am-10:00am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184836,,9:00,10:00,2709000,5/13/11 9:14,5/13/11 9:14,4850,38,Y,Liang Bai Ping,6015037.402,2091668.907,37.72416951,-122.3901458,"(37.7241695078863, -122.390145774514)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
4,Thursday,10AM,11AM,18MFF-0057,2970 BROADWAY,10:20am-10:25am,"Cold Truck: Pre-packaged sandwiches, Chicken Bake, Canned Soup, Chili Dog, Corn Dog, Cup of Noodles, Egg Muffins, Hamburgers, Cheeseburgers, Hot Dog, Hot sandwiches, quesadillas, Beverages, Flan, Fruits, Yogurt, Candy, Cookies, Chips, Donuts, Snacks",1184109,,10:00,11:00,3185000,4/21/11 17:01,4/21/11 17:01,957,7,Y,D & T Catering,5999413.472,2117030.018,37.79292589,-122.4459784,"(37.7929258933385, -122.445978398338)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
2,Tuesday,10AM,11AM,18MFF-0058,2115 JENNINGS ST,Set-up at 2135 Jennings St: 10:45am-10:50am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184840,,10:00,11:00,7479000,5/13/11 9:56,5/13/11 9:57,4828,21,Y,Liang Bai Ping,6015472.894,2092657.779,37.7269089,-122.3887093,"(37.7269088991548, -122.388709328768)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
5,Friday,12PM,1PM,18MFF-0058,1430 YOSEMITE AVE,Set-up at 1428 Yosemite Ave: 12:15pm-12:20pm,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184847,,12:00,13:00,13780000,5/13/11 10:08,5/13/11 10:08,4831,8,Y,Liang Bai Ping,6015524.678,2092001.979,37.72511107,-122.3884846,"(37.7251110717256, -122.388484554934)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
3,Wednesday,8AM,9AM,18MFF-0054,1501 03RD ST,"Located at 1483 & 1501 3rd St: 8:30am-8:35am, 8:40am-8:50am","Cold truck: sandwiches, salads, beverages, chips, candy, cookies, coffee, tea, drinks",1184059,,8:00,9:00,185104,10/3/11 14:26,10/3/11 14:27,8720,13,N,DO UC US Mobile Catering,6015629.433,2108252.634,37.76973779,-122.3892567,"(37.7697377914123, -122.389256662556)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
3,Wednesday,8AM,9AM,18MFF-0058,1515 GRIFFITH ST,8:45am-9:00am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184829,,8:00,9:00,6542000,5/12/11 16:29,5/12/11 16:30,4794,9,Y,Liang Bai Ping,6017573.008,2092139.284,37.72560138,-122.3814132,"(37.7256013829105, -122.38141316378)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
4,Thursday,8AM,9AM,18MFF-0057,2590 GREEN ST,8:42am-8:48am,"Cold Truck: Pre-packaged sandwiches, Chicken Bake, Canned Soup, Chili Dog, Corn Dog, Cup of Noodles, Egg Muffins, Hamburgers, Cheeseburgers, Hot Dog, Hot sandwiches, quesadillas, Beverages, Flan, Fruits, Yogurt, Candy, Cookies, Chips, Donuts, Snacks",1184099,,8:00,9:00,6478000,4/21/11 16:43,4/21/11 16:43,952,16,Y,D & T Catering,6000657.97,2117904.323,37.79539749,-122.4417352,"(37.7953974901072, -122.441735157542)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
2,Tuesday,11AM,6PM,18MFF-0059,934 BRANNAN ST,Truck located in front of entrance,"Italian subs, Cuban sandwich, Gyro",1184864,,11:00,18:00,3089000,3/7/11 14:13,3/7/11 14:13,3781,8,N,Subs on Hubs,6010789.316,2108770.903,37.77089132,-122.4060351,"(37.7708913228568, -122.40603508975)",Truck,APPROVED,7/11/18,7/11/18,,7/15/19
2,Tuesday,11AM,12PM,18MFF-0058,1265 THOMAS AVE,11:05am-11:10am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184842,,11:00,12:00,12570000,5/13/11 10:01,5/13/11 10:01,4807,12,Y,Liang Bai Ping,6016528.586,2092600.534,37.72681017,-122.3850558,"(37.7268101667412, -122.385055802573)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
1,Monday,9AM,10AM,18MFF-0058,931 PALOU AVE,10:30am-10:40am & Set-up at 991 Palou: 9:00am-9:05am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184839,,9:00,10:00,10215000,5/13/11 9:19,5/13/11 9:19,4755,42,Y,Liang Bai Ping,6018382.892,2092615.703,37.72695422,-122.3786465,"(37.7269542153982, -122.378646499006)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
1,Monday,9AM,10AM,18MFF-0058,1337 VAN DYKE AVE,9:25am-9:35am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184833,,9:00,10:00,13139000,5/12/11 16:36,1/17/12 15:01,4828,29,Y,Liang Bai Ping,6015805.936,2092443.199,37.72633816,-122.387543,"(37.7263381578801, -122.387543034105)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
5,Friday,10AM,11AM,18MFF-0055,1500 TENNESSEE ST,10:40am-10:45am,"Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad",1184086,,10:00,11:00,12491000,5/6/11 12:49,5/6/11 12:50,4294,12,Y,F & C Catering,6015638.014,2101922.127,37.75235605,-122.388785,"(37.7523560542966, -122.388784980412)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
2,Tuesday,6PM,8PM,18MFF-0059,Assessors Block 8711/Lot021,West side of 4th St btw China Basin and Mission Bay North,"Italian subs, Cuban sandwich, Gyro",1184866,,18:00,20:00,0,5/24/11 9:28,12/23/11 16:23,8711,21,N,Subs on Hubs,6014914.894,2108873.147,37.77140195,-122.3917716,"(37.7714019465879, -122.391771646847)",Truck,APPROVED,7/11/18,7/11/18,,7/15/19
1,Monday,11AM,6PM,18MFF-0059,934 BRANNAN ST,Truck located in front of entrance,"Italian subs, Cuban sandwich, Gyro",1184864,,11:00,18:00,3089000,3/7/11 14:13,3/7/11 14:13,3781,8,N,Subs on Hubs,6010789.316,2108770.903,37.77089132,-122.4060351,"(37.7708913228568, -122.40603508975)",Truck,APPROVED,7/11/18,7/11/18,,7/15/19
1,Monday,8AM,9AM,18MFF-0057,2616 UNION ST,8:30am-8:35am,"Cold Truck: Pre-packaged sandwiches, Chicken Bake, Canned Soup, Chili Dog, Corn Dog, Cup of Noodles, Egg Muffins, Hamburgers, Cheeseburgers, Hot Dog, Hot sandwiches, quesadillas, Beverages, Flan, Fruits, Yogurt, Candy, Cookies, Chips, Donuts, Snacks",1184097,,8:00,9:00,12876000,4/21/11 16:37,4/21/11 16:38,946,6,Y,D & T Catering,6000470.172,2118223.923,37.79626433,-122.4424079,"(37.7962643276235, -122.442407924953)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
5,Friday,8AM,9AM,18MFF-0058,1515 GRIFFITH ST,8:45am-9:00am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184829,,8:00,9:00,6542000,5/12/11 16:29,5/12/11 16:30,4794,9,Y,Liang Bai Ping,6017573.008,2092139.284,37.72560138,-122.3814132,"(37.7256013829105, -122.38141316378)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
4,Thursday,12PM,1PM,18MFF-0058,1430 YOSEMITE AVE,Set-up at 1428 Yosemite Ave: 12:15pm-12:20pm,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184847,,12:00,13:00,13780000,5/13/11 10:08,5/13/11 10:08,4831,8,Y,Liang Bai Ping,6015524.678,2092001.979,37.72511107,-122.3884846,"(37.7251110717256, -122.388484554934)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
5,Friday,11AM,12PM,18MFF-0058,1160 REVERE AVE,11:10am-11:20am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184843,,11:00,12:00,10972000,5/13/11 10:02,5/13/11 10:02,4763,50,Y,Liang Bai Ping,6017475.475,2092643.553,37.72698062,-122.3817854,"(37.7269806226365, -122.381785388427)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
4,Thursday,10AM,11AM,18MFF-0055,1500 TENNESSEE ST,10:40am-10:45am,"Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad",1184086,,10:00,11:00,12491000,5/6/11 12:49,5/6/11 12:50,4294,12,Y,F & C Catering,6015638.014,2101922.127,37.75235605,-122.388785,"(37.7523560542966, -122.388784980412)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
4,Thursday,10AM,11AM,18MFF-0058,1500 WALLACE AVE,10:10am-10:15am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184837,,10:00,11:00,13356000,5/13/11 9:15,5/13/11 9:15,4829,2,Y,Liang Bai Ping,6015312.438,2092509.064,37.72649166,-122.3892536,"(37.7264916637361, -122.389253644975)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
5,Friday,12PM,1PM,18MFF-0055,2890 03RD ST,"6:30AM-8:15AM, 12:20PM-1PM","Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad",1184078,,12:00,13:00,193201,5/6/11 11:16,5/6/11 11:17,4246,3,Y,F & C Catering,6015896.402,2102133.997,37.75295212,-122.3879062,"(37.7529521222808, -122.387906207247)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
5,Friday,9AM,10AM,18MFF-0058,1450 DONNER AVE,9:40am-9:45am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184834,,9:00,10:00,4908000,5/13/11 9:08,5/13/11 9:08,4882,25,Y,Liang Bai Ping,6014750.731,2091181.168,37.72281437,-122.3911027,"(37.7228143678148, -122.391102685187)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
3,Wednesday,11AM,12PM,18MFF-0058,1153 SHAFTER AVE,Set-up at 1579 Hawes St: 11:00am-11:10am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184841,,11:00,12:00,6792000,5/13/11 10:00,5/13/11 10:00,4793,6,Y,Liang Bai Ping,6017290.451,2092382.351,37.72625319,-122.3824069,"(37.7262531942834, -122.382406855227)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
2,Tuesday,9AM,10AM,18MFF-0058,1351 UNDERWOOD AVE,9:05am-9:15am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184831,,9:00,10:00,12827000,5/12/11 16:33,5/12/11 16:34,4811,5,Y,Liang Bai Ping,6015900.89,2092719.38,37.72710175,-122.387234,"(37.7271017536177, -122.387234037178)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
2,Tuesday,9AM,10AM,18MFF-0055,1275 MINNESOTA ST,9:15am-9:20am,"Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad",1184079,,9:00,10:00,9058000,5/6/11 11:22,5/6/11 11:22,4229,4,Y,F & C Catering,6015352.183,2102648.505,37.75433469,-122.3898242,"(37.7543346885192, -122.389824170428)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
1,Monday,8AM,9AM,18MFF-0058,1389 UNDERWOOD AVE,8:10am-8:15am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184826,,8:00,9:00,12827000,5/12/11 16:26,5/12/11 16:26,4811,14,Y,Liang Bai Ping,6015706.85,2092864.034,37.7274882,-122.3879149,"(37.7274881970986, -122.387914926192)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
2,Tuesday,11AM,12PM,18MFF-0058,Assessors Block 3720/Lot001,Set-up @ 192 Fremont St: 5am-6am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184818,,11:00,12:00,5862000,5/10/11 16:52,5/10/11 16:53,3720,1,Y,Liang Bai Ping,6013655.829,2115559.572,37.78969137,-122.3965956,"(37.789691367587, -122.396595637084)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
1,Monday,8AM,9AM,18MFF-0054,1501 03RD ST,"Located at 1483 & 1501 3rd St: 8:30am-8:35am, 8:40am-8:50am","Cold truck: sandwiches, salads, beverages, chips, candy, cookies, coffee, tea, drinks",1184059,,8:00,9:00,185104,10/3/11 14:26,10/3/11 14:27,8720,13,N,DO UC US Mobile Catering,6015629.433,2108252.634,37.76973779,-122.3892567,"(37.7697377914123, -122.389256662556)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
5,Friday,9AM,4PM,18MFF-0054,400 PARNASSUS AVE,Set-up at 500 Parnassus Ave: 9:30am-4:00pm,"Cold truck: sandwiches, salads, beverages, chips, candy, cookies, coffee, tea, drinks",1184057,,9:00,16:00,10293000,5/13/11 13:39,5/13/11 13:39,1756,1,N,DO UC US Mobile Catering,5996069.561,2106506.456,37.76383946,-122.456787,"(37.7638394608477, -122.456786975662)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
4,Thursday,6AM,9AM,18MFF-0055,2890 03RD ST,"6:30AM-8:15AM, 12:20PM-1PM","Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad",1184078,,6:00,9:00,193201,5/6/11 11:16,5/6/11 11:17,4246,3,Y,F & C Catering,6015896.402,2102133.997,37.75295212,-122.3879062,"(37.7529521222808, -122.387906207247)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
5,Friday,10AM,11AM,18MFF-0057,3839 WASHINGTON ST,10:30am-10:40am,"Cold Truck: Pre-packaged sandwiches, Chicken Bake, Canned Soup, Chili Dog, Corn Dog, Cup of Noodles, Egg Muffins, Hamburgers, Cheeseburgers, Hot Dog, Hot sandwiches, quesadillas, Beverages, Flan, Fruits, Yogurt, Candy, Cookies, Chips, Donuts, Snacks",1184111,,10:00,11:00,13451000,4/21/11 17:02,4/21/11 17:03,992,34,Y,D & T Catering,5996419.94,2115572.215,37.78875177,-122.4562307,"(37.7887517683903, -122.45623065616)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
2,Tuesday,10AM,11AM,18MFF-0055,2800 03RD ST,10:15am-10:20am,"Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad",1184083,,10:00,11:00,193201,5/6/11 12:41,5/6/11 12:41,4246,1,Y,F & C Catering,6015888.45,2102553.35,37.75410314,-122.387963,"(37.7541031367651, -122.387962966002)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
4,Thursday,6AM,7AM,18MFF-0058,300 BEALE ST,6am-7am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184819,,6:00,7:00,2866000,5/10/11 16:53,5/10/11 16:53,3747,22,Y,Liang Bai Ping,6014765.943,2115143.618,37.78861097,-122.3927256,"(37.7886109721909, -122.39272561329)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
5,Friday,7AM,8AM,18MFF-0058,1420 YOSEMITE AVE,Set-up at 1418 Yosemite: 7:40am-7:45am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1184822,,7:00,8:00,13780000,5/12/11 16:19,5/12/11 16:20,4831,12,Y,Liang Bai Ping,6015575.801,2091963.868,37.72500926,-122.3883052,"(37.7250092583289, -122.388305168263)",Truck,APPROVED,7/11/18,7/11/18,1/1/00,7/15/19
0,Sunday,7AM,7PM,18MFF-0060,1271 CAPITOL AVE,Set-up on the W. side of Capitol (Ocean Ave intersection): 7:00am-7:00pm,"Tacos, Burritos, Quesadillas, Tortas, Nachos, Hot Dogs,Soda, Water, Fruit Drinks",1185346,,7:00,19:00,3670000,6/7/11 9:31,6/7/11 9:31,6935,1,N,San Pancho's Tacos,5995047.129,2092116.716,37.72427006,-122.4592811,"(37.7242700620858, -122.459281116535)",Truck,APPROVED,7/12/18,7/12/18,1/1/00,7/15/19
2,Tuesday,6AM,3PM,18MFF-0061,401 CALIFORNIA ST,On Sansome frontage approximately 40ft from California St. intersection,"Hot coffee, iced coffee, hot chocolate, tea, pastries",1185384,,6:00,15:00,3528000,9/12/14 9:26,9/12/14 11:10,260,1,N,Philz Coffee Truck,6012367.345,2116791.761,37.79300288,-122.4011403,"(37.7930028753318, -122.401140310473)",Truck,APPROVED,7/12/18,7/12/18,,7/15/19
1,Monday,6AM,10PM,18MFF-0060,491 BAY SHORE BLVD,Truck located approximately 200 linear feet North of the Cortland and Bay Shore Blvd intersection. First parking space next to the yellow zone that clears the tree.,"Tacos, Burritos, Quesadillas, Tortas, Nachos, Hot Dogs,Soda, Water, Fruit Drinks",1185347,,6:00,22:00,2801101,9/17/12 12:09,9/17/12 12:11,5598,8,N,San Pancho's Tacos,6010304.317,2097376.171,37.73957679,-122.4069095,"(37.7395767907782, -122.406909482372)",Truck,APPROVED,7/12/18,7/12/18,1/1/00,7/15/19
3,Wednesday,6AM,3PM,18MFF-0061,401 CALIFORNIA ST,On Sansome frontage approximately 40ft from California St. intersection,"Hot coffee, iced coffee, hot chocolate, tea, pastries",1185384,,6:00,15:00,3528000,9/12/14 9:26,9/12/14 11:10,260,1,N,Philz Coffee Truck,6012367.345,2116791.761,37.79300288,-122.4011403,"(37.7930028753318, -122.401140310473)",Truck,APPROVED,7/12/18,7/12/18,,7/15/19
0,Sunday,6AM,8PM,18MFF-0061,15 MARINA BLVD,On South Side of Marina Blvd. approximately 205' from Laguna St. Intersection,"Hot coffee, iced coffee, hot chocolate, tea, pastries",1185385,,6:00,20:00,8701000,12/23/14 8:24,12/23/14 8:24,446,2,N,Philz Coffee Truck,6003439.011,2121390.695,37.80512823,-122.4323614,"(37.8051282283843, -122.432361422539)",Truck,APPROVED,7/12/18,7/12/18,,7/15/19
6,Saturday,10AM,6PM,18MFF-0062,3055 23RD ST,10am to 6pm Mon thru Friday,"Burritos, Giros, Tortas, Quesadillas, Tacos & Various Beverages",1185395,,10:00,18:00,1260000,5/27/11 15:38,5/27/11 15:40,3640,39,N,El Gallo Jiro,6008603.015,2102703.034,37.75410783,-122.4131684,"(37.754107828202, -122.413168445667)",Truck,REQUESTED,,7/12/18,1/1/00,7/15/19
0,Sunday,7AM,8PM,18MFF-0060,3119 ALEMANY BLVD,Set-up at 3101 Alemany: 7:00am-8:00pm,"Tacos, Burritos, Quesadillas, Tortas, Nachos, Hot Dogs,Soda, Water, Fruit Drinks",1185345,,7:00,20:00,2178101,6/7/11 9:28,6/7/11 9:28,7146,2,N,San Pancho's Tacos,5996010.34,2086972.975,37.71020189,-122.4555798,"(37.7102018879206, -122.455579845083)",Truck,APPROVED,7/12/18,7/12/18,1/1/00,7/15/19
4,Thursday,8AM,3PM,18MFF-0065,1700 16TH ST,Truck located on 16th Street frontage approximately 7 LF from the 16th and Kansas Street intersection.,Multiple Truck - Everything,1186400,,8:00,15:00,711000,1/24/14 9:32,1/24/14 9:32,3935,5,N,Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck,6011434.845,2107001.875,37.76607006,-122.4036777,"(37.7660700596174, -122.403677685348)",Truck,APPROVED,7/12/18,7/12/18,,7/15/19
